Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Total rejections,Approval rate,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
629e1d245fbd1632a2c40b4f,6068b59d11e77c24954def38,APPROVED,2022-06-06T15:28:36.906000Z,2022-06-06T16:21:50.735000Z,2022-06-08T19:17:07.473000Z,,3194,RNFS5HP5,167,0,100,21,Male,White,Greece,Greece,Greece,Greek,Yes,DATA_EXPIRED
629e1d2d03b1e7fee447ae24,60c369ebf7b68cf1aa2f180e,APPROVED,2022-06-06T15:28:56.812000Z,2022-06-06T16:09:39.190000Z,2022-06-08T19:17:07.586000Z,,2443,RNFS5HP5,32,0,100,28,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
629e1d36ecc4e02ae5bd29b6,61732ac97ff5ebe39ca321e5,APPROVED,2022-06-06T15:30:16.254000Z,2022-06-06T16:34:34.786000Z,2022-06-08T19:17:07.715000Z,,3859,RNFS5HP5,91,2,99,22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
629e1d39761bf34c83ed8634,6129338c58ee56944ade418b,APPROVED,2022-06-06T15:28:57.223000Z,2022-06-06T16:30:52.080000Z,2022-06-08T19:17:07.842000Z,,3715,RNFS5HP5,87,0,100,22,Male,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking)
629e1d3b31a6ddca42b90147,6175733727b1e3ce2d72dbe4,APPROVED,2022-06-06T15:32:07.755000Z,2022-06-06T16:39:08.615000Z,2022-06-08T19:17:07.956000Z,,4021,RNFS5HP5,137,1,100,23,Female,Black,South Africa,South Africa,South Africa,English,Yes,Other
629e1d479733f6b3c3fba705,5ebee36dc03b4414949c7b64,APPROVED,2022-06-06T15:29:11.853000Z,2022-06-06T16:19:22.299000Z,2022-06-08T19:17:08.083000Z,,3011,RNFS5HP5,378,6,98,44,Female,White,Poland,Poland,Poland,Polish,No,Full-Time
629e1d4a445220dbda6d3322,5c46294a8dcf8d000112d559,APPROVED,2022-06-06T15:29:20.252000Z,2022-06-06T16:32:52.888000Z,2022-06-08T19:17:08.201000Z,,3813,RNFS5HP5,50,0,100,25,Female,Black,Ireland,Ireland,Ireland,English,Yes,Part-Time
629e1e115a1c07689cf5d7c2,60d05876689253d9254637cd,APPROVED,2022-06-06T15:32:39.374000Z,2022-06-06T16:41:41.393000Z,2022-06-08T19:17:08.320000Z,,4143,RNFS5HP5,167,2,100,24,Male,White,Italy,Italy,Italy,Italian,Yes,Full-Time
629e1f3d9115afd630dc85b2,5f80a6f92dac9e105a84b405,APPROVED,2022-06-06T15:37:44.847000Z,2022-06-06T16:33:36.740000Z,2022-06-08T19:17:08.437000Z,,3352,RNFS5HP5,165,1,100,23,Male,Other,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time
629e292ebdebc2d99a62906a,5bf5e55ebf67dc00015a2b3f,APPROVED,2022-06-06T16:24:18.461000Z,2022-06-06T17:42:22.062000Z,2022-06-08T19:17:08.555000Z,,4684,RNFS5HP5,368,5,98,25,Male,White,Poland,Poland,Poland,Polish,No,Part-Time
629e292f1fa31f3f17e1a335,5e9c3ff1cf719d151612648f,APPROVED,2022-06-06T16:20:01.434000Z,2022-06-06T17:17:31.705000Z,2022-06-08T19:17:08.672000Z,,3451,RNFS5HP5,395,0,100,52,Female,White,Italy,Italy,Italy,Italian,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
629e292f6f989eb2360b7e35,5c3e4e336d874c0001bdc471,APPROVED,2022-06-06T16:20:03.648000Z,2022-06-06T17:17:59.591000Z,2022-06-08T19:17:08.803000Z,,3476,RNFS5HP5,652,7,98,48,Male,White,Russian Federation,United Kingdom,United Kingdom,Russian,Yes,Full-Time
629e2930365353c346879b3b,615b4238fcb1d0727686eaa3,APPROVED,2022-06-06T16:25:17.618000Z,2022-06-06T17:48:45.944000Z,2022-06-08T19:17:08.931000Z,,5009,RNFS5HP5,130,1,100,24,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
629e29307ed2320cb32a1884,6103ec2bf88328284fd894bc,APPROVED,2022-06-06T16:20:02.485000Z,2022-06-06T17:08:12.009000Z,2022-06-08T19:17:09.040000Z,,2890,RNFS5HP5,294,2,100,24,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
629e2930b5aa2a45540936a8,5ea079d45f2eaf03fdb21a1c,APPROVED,2022-06-06T16:20:00.752000Z,2022-06-06T17:22:49.171000Z,2022-06-08T19:17:09.154000Z,,3769,RNFS5HP5,349,5,97,23,Prefer not to say,White,France,France,France,French,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
629e2931185382f8412af082,5f2289c3248c55000cd85a11,APPROVED,2022-06-06T16:20:01.776000Z,2022-06-06T17:02:24.511000Z,2022-06-08T19:17:09.267000Z,,2543,RNFS5HP5,216,1,100,21,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
629e2931a472949e205066c1,616f6ed2ead3bb59cd1397ac,APPROVED,2022-06-06T16:20:04.494000Z,2022-06-06T17:15:46.479000Z,2022-06-08T19:17:09.391000Z,,3342,RNFS5HP5,149,0,100,23,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking)
629e2931bf8ca73374f61efe,628e8a0adf45c8354094edcd,APPROVED,2022-06-06T16:20:03.266000Z,2022-06-06T17:19:12.686000Z,2022-06-08T19:17:09.524000Z,,3550,RNFS5HP5,80,1,100,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
629e2932cec7130848252076,60fd2e310eaf2c2293b80d02,APPROVED,2022-06-06T16:20:15.307000Z,2022-06-06T17:05:11.776000Z,2022-06-08T19:17:09.632000Z,,2697,RNFS5HP5,344,1,100,27,Female,White,Austria,Austria,Austria,Turkish,Yes,Full-Time
629e2932d9873350092b01d1,5f957181be463b3d6a83a84a,APPROVED,2022-06-06T16:20:02.058000Z,2022-06-06T17:34:22.447000Z,2022-06-08T19:17:09.767000Z,,4461,RNFS5HP5,194,7,95,32,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time
629e293307d8550955756a34,5e5315fcb10be73369f13284,APPROVED,2022-06-06T16:20:03.874000Z,2022-06-06T17:02:41.899000Z,2022-06-08T19:17:09.880000Z,,2559,RNFS5HP5,294,2,100,23,Male,White,Italy,Italy,Italy,Italian,No,Unemployed (and job seeking)
629e2933b45827de52430b0e,5f68f02c41716709ee9be42d,APPROVED,2022-06-06T16:20:03.127000Z,2022-06-06T17:07:55.364000Z,2022-06-08T19:17:09.995000Z,,2873,RNFS5HP5,264,4,99,25,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time
629e2934452106f79ee00c55,60f1fa1f9751397df643facc,APPROVED,2022-06-06T16:20:04.854000Z,2022-06-06T17:31:25.056000Z,2022-06-08T19:17:10.123000Z,,4281,RNFS5HP5,43,0,100,19,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,Part-Time
629e2934b6cd1ee07c0d0ab3,5f1e9db721e4f101783fe21c,APPROVED,2022-06-06T16:20:04.589000Z,2022-06-06T17:20:25.456000Z,2022-06-08T19:17:10.253000Z,,3621,RNFS5HP5,383,5,99,21,Male,White,United States,United States,United States,Polish,DATA_EXPIRED,DATA_EXPIRED
629e29359be2f7abcae8ec79,6092e666d6eecc26f1d89b87,APPROVED,2022-06-06T16:20:05.079000Z,2022-06-06T17:18:14.867000Z,2022-06-08T19:17:10.349000Z,,3490,RNFS5HP5,120,1,100,27,Female,White,Turkey,Sweden,Turkey,Turkish,Yes,Full-Time
629e2935d263bdfe6d6e6085,5fd8e5d864c9d60e2a7d9aeb,APPROVED,2022-06-06T16:20:12.213000Z,2022-06-06T16:57:26.019000Z,2022-06-08T19:17:10.448000Z,,2234,RNFS5HP5,192,1,100,26,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
629e2935d4e6e463d684ffc3,61645fccc9e03464d67350e7,APPROVED,2022-06-06T16:20:15.731000Z,2022-06-06T17:10:25Z,2022-06-08T19:17:10.556000Z,,3010,RNFS5HP5,234,6,98,25,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
629e2935e98403465276eb11,55ca6ddffdf99b58acd1ddc4,APPROVED,2022-06-06T16:26:10.313000Z,2022-06-06T17:33:23.066000Z,2022-06-08T19:17:10.664000Z,,4033,RNFS5HP5,550,4,100,34,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
629e2935ec3fa80f94d0f307,61462f791eb4fbf23ec1d583,APPROVED,2022-06-06T16:20:24.490000Z,2022-06-06T17:25:03.020000Z,2022-06-08T19:17:10.761000Z,,3879,RNFS5HP5,123,0,100,19,Male,White,Spain,Spain,Spain,Spanish,Yes,Unemployed (and job seeking)
629e2936046df0aad6c80113,5f46ca41348a5308f33c8111,APPROVED,2022-06-06T16:20:06.595000Z,2022-06-06T17:37:15.714000Z,2022-06-08T19:17:10.858000Z,,4630,RNFS5HP5,238,1,100,27,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
629e293657341dbbf79f62a3,6064d68e47e54180bfd4c833,APPROVED,2022-06-06T16:20:06.193000Z,2022-06-06T17:06:43.860000Z,2022-06-08T19:17:10.961000Z,,2798,RNFS5HP5,88,3,97,26,Male,White,Poland,Poland,Poland,Polish,No,DATA_EXPIRED
629e293687999f4e05cd4189,5c6f0e238e9bdd0001f6b65b,APPROVED,2022-06-06T16:20:06.804000Z,2022-06-06T17:22:11.937000Z,2022-06-08T19:17:11.146000Z,,3726,RNFS5HP5,302,2,100,25,Male,White,Denmark,Denmark,Denmark,Danish,DATA_EXPIRED,DATA_EXPIRED
629e29369a2e6123e06e1b64,5df0329e67a236091e8fdff9,APPROVED,2022-06-06T16:20:09.102000Z,2022-06-06T17:00:27.440000Z,2022-06-08T19:17:11.305000Z,,2419,RNFS5HP5,230,0,100,31,Female,Asian,Canada,Canada,Canada,English,No,Full-Time
629e2937183d840d61822e9e,606389edd44e23139eeecd82,APPROVED,2022-06-06T16:20:07.254000Z,2022-06-06T16:57:38.766000Z,2022-06-08T19:17:11.417000Z,,2252,RNFS5HP5,177,1,100,21,Male,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
629e29371b82ebd93c67621a,615484378ed6e9e648ce3ff9,APPROVED,2022-06-06T16:20:14.249000Z,2022-06-06T16:20:25.503000Z,2022-06-08T19:17:11.581000Z,,12,RNFS5HP5,144,0,100,19,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED
629e2937c387809899742dea,615aff05691d41b8ce734ca0,APPROVED,2022-06-06T16:20:27.088000Z,2022-06-06T17:03:02.770000Z,2022-06-08T19:17:11.725000Z,,2556,RNFS5HP5,167,2,100,26,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
629e2937d50a87284e405d07,59e5a69916ecc200016fefdb,APPROVED,2022-06-06T16:20:07.914000Z,2022-06-06T18:06:04.724000Z,2022-06-08T19:17:11.859000Z,,6357,RNFS5HP5,470,3,100,39,Male,White,Mexico,Mexico,Mexico,Spanish,No,Full-Time
629e2938286641337d1fc6fc,60ca64ec4ea478fcb4d87165,APPROVED,2022-06-06T16:20:10.820000Z,2022-06-06T17:13:03.322000Z,2022-06-08T19:17:11.988000Z,,3173,RNFS5HP5,173,3,98,38,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
629e2938323ae5dca4d2870b,5ea936e503a71a000af12d7b,APPROVED,2022-06-06T16:20:08.564000Z,2022-06-06T17:12:38.161000Z,2022-06-08T19:17:12.135000Z,,3150,RNFS5HP5,441,0,100,25,Male,White,Poland,Poland,Poland,Polish,Yes,Full-Time
629e29386a48bad08f3047cb,6171bb437294183a6152c189,APPROVED,2022-06-06T16:20:08.087000Z,2022-06-06T17:02:08.292000Z,2022-06-08T19:17:12.280000Z,,2521,RNFS5HP5,115,0,100,20,Male,White,Poland,Poland,Poland,Polish,Yes,Full-Time
629e2938abaa068288275189,59a7cfeb7ff2320001ec59d9,APPROVED,2022-06-06T16:20:12.316000Z,2022-06-06T17:22:57.286000Z,2022-06-08T19:17:12.420000Z,,3765,RNFS5HP5,1224,8,99,53,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
629e29390b6b8395892499d5,574027971407a30010773dd7,APPROVED,2022-06-06T16:20:19.285000Z,2022-06-06T17:13:14.232000Z,2022-06-08T19:17:12.543000Z,,3175,RNFS5HP5,585,7,99,33,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
629e29390d47c7f9d00f1e70,616ab1b6df359dcb87a8b0e5,APPROVED,2022-06-06T16:20:23.154000Z,2022-06-06T17:07:14.812000Z,2022-06-08T19:17:12.664000Z,,2812,RNFS5HP5,250,0,100,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
629e29391c424e29fcbc9b04,615767861330080eb8cad21c,APPROVED,2022-06-06T16:20:09.741000Z,2022-06-06T17:05:49.806000Z,2022-06-08T19:17:12.801000Z,,2741,RNFS5HP5,89,3,98,36,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,DATA_EXPIRED,Part-Time
629e2939785f4070dc0f0534,6081e753b16df5194cf90f49,APPROVED,2022-06-06T16:20:09.892000Z,2022-06-06T17:05:34.375000Z,2022-06-08T19:17:12.969000Z,,2725,RNFS5HP5,164,0,100,20,Female,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,Unemployed (and job seeking)
629e2939dc782c4e511de2b2,5f29c1d32f98741444b505df,APPROVED,2022-06-06T16:20:09.009000Z,2022-06-06T17:11:53.159000Z,2022-06-08T19:17:13.103000Z,,3105,RNFS5HP5,278,3,98,33,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,Part-Time
629e2939f5a6449a5fe8a1a6,60eeccb71b5a4f4b0d3496fb,APPROVED,2022-06-06T16:20:11.282000Z,2022-06-06T17:07:06.337000Z,2022-06-08T19:17:13.637000Z,,2816,RNFS5HP5,81,0,100,19,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
629e2953ac3392eedc78f009,60fbc53a81120344612e0d08,APPROVED,2022-06-06T16:20:46.650000Z,2022-06-06T17:12:07.401000Z,2022-06-08T19:17:13.776000Z,,3081,RNFS5HP5,227,6,97,21,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Unemployed (and job seeking)
629e2bc41eb93473a56fb9ae,5e73ded1027e893642055f86,APPROVED,2022-06-06T16:31:02.386000Z,2022-06-06T17:26:57.378000Z,2022-06-08T19:17:13.912000Z,,3355,RNFS5HP5,362,1,100,25,Female,White,Greece,Greece,Greece,Greek,No,Full-Time
629e39b191bd718d9e9ab8b9,603a293ee62ae15da2674441,APPROVED,2022-06-06T17:30:27.182000Z,2022-06-06T18:19:07.826000Z,2022-06-08T19:17:14.061000Z,,2921,RNFS5HP5,240,1,100,20,Male,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
